dataset,file,sp_x,sp_y,sp_z,dim_x,dim_y,dim_z
CTPelvic1K_dataset6_data,dataset6_CLINIC_0056_data.nii.gz,0.7820000052452087,0.7820000052452087,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0057_data.nii.gz,0.7820000052452087,0.7820000052452087,0.801025390625,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0058_data.nii.gz,0.9039999842643738,0.9039999842643738,0.800048828125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0059_data.nii.gz,0.7820000052452087,0.7820000052452087,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0060_data.nii.gz,0.76953125,0.76953125,0.800048828125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0061_data.nii.gz,0.904296875,0.904296875,0.79998779296875,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0062_data.nii.gz,0.9760000109672546,0.9760000109672546,0.7989501953125,512,512,313
CTPelvic1K_dataset6_data,dataset6_CLINIC_0063_data.nii.gz,0.9760000109672546,0.9760000109672546,0.7989501953125,512,512,310
CTPelvic1K_dataset6_data,dataset6_CLINIC_0064_data.nii.gz,0.7850000262260437,0.7850000262260437,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0065_data.nii.gz,0.9760000109672546,0.9760000109672546,0.7989501953125,512,512,335
CTPelvic1K_dataset6_data,dataset6_CLINIC_0066_data.nii.gz,0.8809999823570251,0.8809999823570251,0.801025390625,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0067_data.nii.gz,0.8460000157356262,0.8460000157356262,0.801025390625,512,512,294
CTPelvic1K_dataset6_data,dataset6_CLINIC_0068_data.nii.gz,0.9760000109672546,0.9760000109672546,0.7989501953125,512,512,338
CTPelvic1K_dataset6_data,dataset6_CLINIC_0069_data.nii.gz,0.9380000233650208,0.9380000233650208,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0070_data.nii.gz,0.6399999856948853,0.6399999856948853,0.7999267578125,512,512,313
CTPelvic1K_dataset6_data,dataset6_CLINIC_0071_data.nii.gz,0.781000018119812,0.781000018119812,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0072_data.nii.gz,0.78125,0.78125,0.79998779296875,512,512,303
CTPelvic1K_dataset6_data,dataset6_CLINIC_0073_data.nii.gz,0.968999981880188,0.968999981880188,0.801025390625,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0074_data.nii.gz,0.888671875,0.888671875,0.79998779296875,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0075_data.nii.gz,0.78125,0.78125,0.79998779296875,512,512,375
CTPelvic1K_dataset6_data,dataset6_CLINIC_0076_data.nii.gz,0.8579999804496765,0.8579999804496765,0.800048828125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0077_data.nii.gz,0.9039999842643738,0.9039999842643738,0.800048828125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0078_data.nii.gz,0.7820000052452087,0.7820000052452087,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0079_data.nii.gz,0.7820000052452087,0.7820000052452087,0.800048828125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0080_data.nii.gz,0.7820000052452087,0.7820000052452087,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0081_data.nii.gz,0.8619999885559082,0.8619999885559082,0.800048828125,512,512,319
CTPelvic1K_dataset6_data,dataset6_CLINIC_0082_data.nii.gz,0.9760000109672546,0.9760000109672546,0.7989501953125,512,512,388
CTPelvic1K_dataset6_data,dataset6_CLINIC_0083_data.nii.gz,0.7360000014305115,0.7360000014305115,0.801025390625,512,512,326
CTPelvic1K_dataset6_data,dataset6_CLINIC_0084_data.nii.gz,0.8849999904632568,0.8849999904632568,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0085_data.nii.gz,0.8730000257492065,0.8730000257492065,0.801025390625,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0086_data.nii.gz,0.7820000052452087,0.7820000052452087,0.801025390625,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0087_data.nii.gz,0.7820000052452087,0.7820000052452087,0.800048828125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0088_data.nii.gz,0.8920000195503235,0.8920000195503235,0.7999267578125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0089_data.nii.gz,0.8270000219345093,0.8270000219345093,0.801025390625,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0090_data.nii.gz,0.8960000276565552,0.8960000276565552,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0091_data.nii.gz,0.9760000109672546,0.9760000109672546,0.800048828125,512,512,351
CTPelvic1K_dataset6_data,dataset6_CLINIC_0092_data.nii.gz,0.7820000052452087,0.7820000052452087,0.801025390625,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0093_data.nii.gz,0.78125,0.78125,0.79998779296875,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0094_data.nii.gz,0.8429999947547913,0.8429999947547913,0.7999267578125,512,512,388
CTPelvic1K_dataset6_data,dataset6_CLINIC_0095_data.nii.gz,0.9760000109672546,0.9760000109672546,0.801025390625,512,512,327
CTPelvic1K_dataset6_data,dataset6_CLINIC_0096_data.nii.gz,0.7820000052452087,0.7820000052452087,0.7989501953125,512,512,388
CTPelvic1K_dataset6_data,dataset6_CLINIC_0097_data.nii.gz,0.9760000109672546,0.9760000109672546,0.801025390625,512,512,305
CTPelvic1K_dataset6_data,dataset6_CLINIC_0098_data.nii.gz,0.7820000052452087,0.7820000052452087,0.7989501953125,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0099_data.nii.gz,0.75,0.75,0.7989501953125,512,512,313
CTPelvic1K_dataset6_data,dataset6_CLINIC_0100_data.nii.gz,0.767578125,0.767578125,0.79998779296875,512,512,350
CTPelvic1K_dataset6_data,dataset6_CLINIC_0101_data.nii.gz,0.8960000276565552,0.8960000276565552,0.7989501953125,512,512,300
CTPelvic1K_dataset6_data,dataset6_CLINIC_0102_data.nii.gz,0.9760000109672546,0.9760000109672546,0.801025390625,512,512,326
CTPelvic1K_dataset6_data,dataset6_CLINIC_0103_data.nii.gz,0.68359375,0.68359375,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0000_data.nii.gz,0.7400000095367432,0.7400000095367432,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0001_data.nii.gz,0.7379999756813049,0.7379999756813049,0.800048828125,512,512,319
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0002_data.nii.gz,0.9380000233650208,0.9380000233650208,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0003_data.nii.gz,0.8539999723434448,0.8539999723434448,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0004_data.nii.gz,0.9459999799728394,0.9459999799728394,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0005_data.nii.gz,0.9419999718666077,0.9419999718666077,0.800048828125,512,512,260
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0006_data.nii.gz,0.9419999718666077,0.9419999718666077,0.800048828125,512,512,332
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0007_data.nii.gz,0.7409999966621399,0.7409999966621399,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0008_data.nii.gz,0.7409999966621399,0.7409999966621399,0.800048828125,512,512,301
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0009_data.nii.gz,0.6010000109672546,0.6010000109672546,0.800048828125,512,512,232
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0010_data.nii.gz,0.7400000095367432,0.7400000095367432,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0011_data.nii.gz,0.8309999704360962,0.8309999704360962,0.801025390625,512,512,351
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0012_data.nii.gz,0.8690000176429749,0.8690000176429749,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0013_data.nii.gz,0.74609375,0.74609375,0.79998779296875,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0014_data.nii.gz,0.8960000276565552,0.8960000276565552,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0015_data.nii.gz,0.7820000052452087,0.7820000052452087,0.800048828125,512,512,251
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0016_data.nii.gz,0.8849999904632568,0.8849999904632568,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0017_data.nii.gz,0.7850000262260437,0.7850000262260437,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0018_data.nii.gz,0.7409999966621399,0.7409999966621399,0.800048828125,512,512,332
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0019_data.nii.gz,0.6309999823570251,0.6309999823570251,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0020_data.nii.gz,0.7400000095367432,0.7400000095367432,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0021_data.nii.gz,0.8690000176429749,0.8690000176429749,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0022_data.nii.gz,0.8809999823570251,0.8809999823570251,0.7999267578125,512,512,263
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0023_data.nii.gz,0.953000009059906,0.953000009059906,0.800018310546875,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0024_data.nii.gz,0.9760000109672546,0.9760000109672546,0.800048828125,512,512,276
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0025_data.nii.gz,0.8460000157356262,0.8460000157356262,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0026_data.nii.gz,1.0720000267028809,1.0720000267028809,0.79998779296875,512,512,314
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0027_data.nii.gz,0.9990000128746033,0.9990000128746033,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0028_data.nii.gz,0.7400000095367432,0.7400000095367432,0.800048828125,512,512,344
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0029_data.nii.gz,0.7820000052452087,0.7820000052452087,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0030_data.nii.gz,0.7409999966621399,0.7409999966621399,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0031_data.nii.gz,0.7820000052452087,0.7820000052452087,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0032_data.nii.gz,0.7400000095367432,0.7400000095367432,0.800048828125,512,512,294
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0033_data.nii.gz,0.8309999704360962,0.8309999704360962,0.800048828125,512,512,332
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0034_data.nii.gz,0.8309999704360962,0.8309999704360962,0.801025390625,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0035_data.nii.gz,0.7379999756813049,0.7379999756813049,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0036_data.nii.gz,0.8579999804496765,0.8579999804496765,0.7989501953125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0037_data.nii.gz,0.8309999704360962,0.8309999704360962,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0038_data.nii.gz,1.2280000448226929,1.2280000448226929,0.79998779296875,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0039_data.nii.gz,0.9760000109672546,0.9760000109672546,0.800048828125,512,512,344
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0040_data.nii.gz,0.9039999842643738,0.9039999842643738,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0041_data.nii.gz,1.2660000324249268,1.2660000324249268,0.79998779296875,512,512,338
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0042_data.nii.gz,0.7590000033378601,0.7590000033378601,0.800048828125,512,512,344
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0043_data.nii.gz,0.74609375,0.74609375,0.79998779296875,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0044_data.nii.gz,0.8659999966621399,0.8659999966621399,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0045_data.nii.gz,0.777999997138977,0.777999997138977,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0046_data.nii.gz,0.748046875,0.748046875,0.79998779296875,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0047_data.nii.gz,0.7400000095367432,0.7400000095367432,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0048_data.nii.gz,0.7409999966621399,0.7409999966621399,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0049_data.nii.gz,0.9190000295639038,0.9190000295639038,0.7999267578125,512,512,333
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0050_data.nii.gz,0.7699999809265137,0.7699999809265137,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0051_data.nii.gz,0.8080000281333923,0.8080000281333923,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0052_data.nii.gz,0.9760000109672546,0.9760000109672546,0.7989501953125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0053_data.nii.gz,0.8199999928474426,0.8199999928474426,0.800048828125,512,512,187
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0054_data.nii.gz,0.7850000262260437,0.7850000262260437,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0055_data.nii.gz,0.968999981880188,0.968999981880188,0.7999267578125,512,512,338
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0056_data.nii.gz,0.7400000095367432,0.7400000095367432,0.7999267578125,512,512,338
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0057_data.nii.gz,0.8270000219345093,0.8270000219345093,0.800048828125,512,512,319
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0058_data.nii.gz,0.7400000095367432,0.7400000095367432,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0059_data.nii.gz,0.7889999747276306,0.7889999747276306,0.800048828125,512,512,288
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0060_data.nii.gz,0.7400000095367432,0.7400000095367432,0.7999267578125,512,512,338
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0061_data.nii.gz,0.8460000157356262,0.8460000157356262,0.800048828125,512,512,319
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0062_data.nii.gz,0.7400000095367432,0.7400000095367432,0.7999267578125,512,512,313
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0063_data.nii.gz,0.7820000052452087,0.7820000052452087,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0064_data.nii.gz,0.6399999856948853,0.6399999856948853,0.7999267578125,512,512,313
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0065_data.nii.gz,0.8349999785423279,0.8349999785423279,0.800048828125,512,512,332
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0066_data.nii.gz,0.7699999809265137,0.7699999809265137,0.800048828125,512,512,344
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0067_data.nii.gz,0.8309999704360962,0.8309999704360962,0.79998779296875,512,512,338
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0068_data.nii.gz,0.9760000109672546,0.9760000109672546,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0069_data.nii.gz,0.8270000219345093,0.8270000219345093,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0070_data.nii.gz,0.8769999742507935,0.8769999742507935,0.7999267578125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0071_data.nii.gz,0.7889999747276306,0.7889999747276306,0.800048828125,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0072_data.nii.gz,0.8199999928474426,0.8199999928474426,0.801025390625,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0073_data.nii.gz,0.8659999966621399,0.8659999966621399,0.801025390625,512,512,350
CTPelvic1K_dataset7_data,dataset7_CLINIC_metal_0074_data.nii.gz,0.748046875,0.748046875,0.79998779296875,512,512,350
dataset7_mask,CLINIC_metal_0000_mask_4label.nii.gz,0.7400000095367432,0.7400000095367432,0.7999267578125,512,512,350
dataset7_mask,CLINIC_metal_0001_mask_4label.nii.gz,0.7379999756813049,0.7379999756813049,0.800048828125,512,512,319
dataset7_mask,CLINIC_metal_0002_mask_4label.nii.gz,0.9380000233650208,0.9380000233650208,0.7999267578125,512,512,350
dataset7_mask,CLINIC_metal_0003_mask_4label.nii.gz,0.8539999723434448,0.8539999723434448,0.7999267578125,512,512,350
dataset7_mask,CLINIC_metal_0004_mask_4label.nii.gz,0.9459999799728394,0.9459999799728394,0.800048828125,512,512,350
dataset7_mask,CLINIC_metal_0005_mask_4label.nii.gz,0.9419999718666077,0.9419999718666077,0.800048828125,512,512,260
dataset7_mask,CLINIC_metal_0006_mask_4label.nii.gz,0.9419999718666077,0.9419999718666077,0.800048828125,512,512,332
dataset7_mask,CLINIC_metal_0007_mask_4label.nii.gz,0.7409999966621399,0.7409999966621399,0.800048828125,512,512,350
dataset7_mask,CLINIC_metal_0008_mask_4label.nii.gz,0.7409999966621399,0.7409999966621399,0.800048828125,512,512,301
dataset7_mask,CLINIC_metal_0009_mask_4label.nii.gz,0.6010000109672546,0.6010000109672546,0.800048828125,512,512,232
dataset7_mask,CLINIC_metal_0010_mask_4label.nii.gz,0.7400000095367432,0.7400000095367432,0.800048828125,512,512,350
dataset7_mask,CLINIC_metal_0011_mask_4label.nii.gz,0.8309999704360962,0.8309999704360962,0.801025390625,512,512,351
dataset7_mask,CLINIC_metal_0012_mask_4label.nii.gz,0.8690000176429749,0.8690000176429749,0.7999267578125,512,512,350
dataset7_mask,CLINIC_metal_0013_mask_4label.nii.gz,0.74609375,0.74609375,0.79998779296875,512,512,350
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0001_mask_4label.nii.gz,0.7820000052452087,0.7820000052452087,0.7989501953125,512,512,350
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0002_mask_4label.nii.gz,0.78125,0.78125,0.79998779296875,512,512,307
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0003_mask_4label.nii.gz,0.7820000052452087,0.7820000052452087,0.801025390625,512,512,350
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0004_mask_4label.nii.gz,0.771484375,0.771484375,0.800048828125,512,512,350
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0005_mask_4label.nii.gz,0.78125,0.78125,0.800048828125,512,512,329
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0006_mask_4label.nii.gz,0.9760000109672546,0.9760000109672546,0.800048828125,512,512,326
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0007_mask_4label.nii.gz,0.8119999766349792,0.8119999766349792,0.7989501953125,512,512,350
ipcai2021_dataset6_Anonymized,dataset6_CLINIC_0008_mask_4label.nii.gz,0.9610000252723694,0.9610000252723694,0.801025390625,512,512,350
